"ID_OBJECT";"ID_FIELD";"INDEX_ROW";"INDEX_COLUMN";"FIELD_INT";"FIELD_DATE";"FIELD_MONEY";"FIELD_STRING";"FIELD_DECIMAL"
24;9;6;0;23;null;null;null;null
24;9;7;0;14;null;null;null;null
24;9;8;0;15;null;null;null;null
24;9;9;0;16;null;null;null;null
24;9;10;0;17;null;null;null;null
24;9;11;0;18;null;null;null;null
24;9;12;0;19;null;null;null;null
24;9;13;0;8;null;null;null;null
24;9;14;0;9;null;null;null;null
24;9;15;0;10;null;null;null;null
24;9;16;0;11;null;null;null;null
24;9;17;0;12;null;null;null;null
24;9;18;0;13;null;null;null;null
24;9;19;0;24;null;null;null;null
25;1;0;0;1;null;null;null;null
25;1;0;1;74;null;null;null;null
25;9;0;0;3;null;null;null;null
25;9;1;0;4;null;null;null;null
25;9;2;0;6;null;null;null;null
25;9;3;0;20;null;null;null;null
25;9;4;0;21;null;null;null;null
25;9;5;0;22;null;null;null;null
25;9;6;0;23;null;null;null;null
25;9;7;0;24;null;null;null;null
25;9;8;0;14;null;null;null;null
25;9;9;0;15;null;null;null;null
25;9;10;0;16;null;null;null;null
25;9;11;0;17;null;null;null;null
25;9;12;0;18;null;null;null;null
25;9;13;0;19;null;null;null;null
25;9;14;0;8;null;null;null;null
25;9;15;0;9;null;null;null;null
25;9;16;0;10;null;null;null;null
25;9;17;0;11;null;null;null;null
25;9;18;0;12;null;null;null;null
25;9;19;0;13;null;null;null;null
25;9;20;0;25;null;null;null;null
26;1;0;0;1;null;null;null;null
26;1;0;1;83;null;null;null;null
26;9;0;0;3;null;null;null;null
26;9;1;0;4;null;null;null;null
26;9;2;0;6;null;null;null;null
26;9;3;0;20;null;null;null;null
26;9;4;0;21;null;null;null;null
26;9;5;0;22;null;null;null;null
26;9;6;0;23;null;null;null;null
26;9;7;0;24;null;null;null;null
26;9;8;0;25;null;null;null;null
26;9;9;0;14;null;null;null;null
26;9;10;0;15;null;null;null;null
26;9;11;0;16;null;null;null;null
26;9;12;0;17;null;null;null;null
26;9;13;0;18;null;null;null;null
26;9;14;0;19;null;null;null;null
26;9;15;0;8;null;null;null;null
26;9;16;0;9;null;null;null;null
26;9;17;0;10;null;null;null;null
26;9;18;0;11;null;null;null;null
26;9;19;0;12;null;null;null;null
26;9;20;0;13;null;null;null;null
26;9;21;0;26;null;null;null;null
27;1;0;0;1;null;null;null;null
27;1;0;1;84;null;null;null;null
27;9;0;0;3;null;null;null;null
27;9;1;0;4;null;null;null;null
27;9;2;0;6;null;null;null;null
27;9;3;0;26;null;null;null;null
27;9;4;0;20;null;null;null;null
27;9;5;0;21;null;null;null;null
27;9;6;0;22;null;null;null;null
27;9;7;0;23;null;null;null;null
27;9;8;0;24;null;null;null;null
27;9;9;0;25;null;null;null;null
27;9;10;0;14;null;null;null;null
27;9;11;0;15;null;null;null;null
27;9;12;0;16;null;null;null;null
27;9;13;0;17;null;null;null;null
27;9;14;0;18;null;null;null;null
27;9;15;0;19;null;null;null;null
27;9;16;0;8;null;null;null;null
27;9;17;0;9;null;null;null;null
27;9;18;0;10;null;null;null;null
27;9;19;0;11;null;null;null;null
27;9;20;0;12;null;null;null;null
27;9;21;0;13;null;null;null;null
27;9;22;0;27;null;null;null;null
28;1;0;0;1;null;null;null;null
28;1;0;1;85;null;null;null;null
28;9;0;0;3;null;null;null;null
28;9;1;0;4;null;null;null;null
28;9;2;0;6;null;null;null;null
28;9;3;0;26;null;null;null;null
28;9;4;0;27;null;null;null;null
28;9;5;0;20;null;null;null;null
28;9;6;0;21;null;null;null;null
28;9;7;0;22;null;null;null;null
28;9;8;0;23;null;null;null;null
28;9;9;0;24;null;null;null;null
28;9;10;0;25;null;null;null;null
28;9;11;0;14;null;null;null;null
28;9;12;0;15;null;null;null;null
28;9;13;0;16;null;null;null;null
28;9;14;0;17;null;null;null;null
28;9;15;0;18;null;null;null;null
28;9;16;0;19;null;null;null;null
28;9;17;0;8;null;null;null;null
28;9;18;0;9;null;null;null;null
28;9;19;0;10;null;null;null;null
28;9;20;0;11;null;null;null;null
28;9;21;0;12;null;null;null;null
28;9;22;0;13;null;null;null;null
28;9;23;0;28;null;null;null;null
29;1;0;0;1;null;null;null;null
29;1;0;1;86;null;null;null;null
29;9;0;0;3;null;null;null;null
29;9;1;0;4;null;null;null;null
29;9;2;0;6;null;null;null;null
29;9;3;0;26;null;null;null;null
29;9;4;0;27;null;null;null;null
29;9;5;0;28;null;null;null;null
29;9;6;0;20;null;null;null;null
29;9;7;0;21;null;null;null;null
29;9;8;0;22;null;null;null;null
29;9;9;0;23;null;null;null;null
29;9;10;0;24;null;null;null;null
29;9;11;0;25;null;null;null;null
29;9;12;0;14;null;null;null;null
29;9;13;0;15;null;null;null;null
29;9;14;0;16;null;null;null;null
29;9;15;0;17;null;null;null;null
29;9;16;0;18;null;null;null;null
29;9;17;0;19;null;null;null;null
29;9;18;0;8;null;null;null;null
29;9;19;0;9;null;null;null;null
29;9;20;0;10;null;null;null;null
29;9;21;0;11;null;null;null;null
29;9;22;0;12;null;null;null;null
29;9;23;0;13;null;null;null;null
29;9;24;0;29;null;null;null;null
30;1;0;0;1;null;null;null;null
30;1;0;1;87;null;null;null;null
30;9;0;0;3;null;null;null;null
30;9;1;0;4;null;null;null;null
30;9;2;0;6;null;null;null;null
30;9;3;0;26;null;null;null;null
30;9;4;0;27;null;null;null;null
30;9;5;0;28;null;null;null;null
30;9;6;0;29;null;null;null;null
30;9;7;0;20;null;null;null;null
30;9;8;0;21;null;null;null;null
30;9;9;0;22;null;null;null;null
30;9;10;0;23;null;null;null;null
30;9;11;0;24;null;null;null;null
30;9;12;0;25;null;null;null;null
30;9;13;0;14;null;null;null;null
30;9;14;0;15;null;null;null;null
30;9;15;0;16;null;null;null;null
30;9;16;0;17;null;null;null;null
30;9;17;0;18;null;null;null;null
30;9;18;0;19;null;null;null;null
30;9;19;0;8;null;null;null;null
30;9;20;0;9;null;null;null;null
30;9;21;0;10;null;null;null;null
30;9;22;0;11;null;null;null;null
30;9;23;0;12;null;null;null;null
30;9;24;0;13;null;null;null;null
30;9;25;0;30;null;null;null;null
31;1;0;0;1;null;null;null;null
31;1;0;1;88;null;null;null;null
31;9;0;0;3;null;null;null;null
31;9;1;0;4;null;null;null;null
31;9;2;0;6;null;null;null;null
31;9;3;0;26;null;null;null;null
31;9;4;0;27;null;null;null;null
31;9;5;0;28;null;null;null;null
31;9;6;0;29;null;null;null;null
31;9;7;0;30;null;null;null;null
31;9;8;0;20;null;null;null;null
31;9;9;0;21;null;null;null;null
31;9;10;0;22;null;null;null;null
31;9;11;0;23;null;null;null;null
31;9;12;0;24;null;null;null;null
31;9;13;0;25;null;null;null;null
31;9;14;0;14;null;null;null;null
31;9;15;0;15;null;null;null;null
31;9;16;0;16;null;null;null;null
31;9;17;0;17;null;null;null;null
31;9;18;0;18;null;null;null;null
31;9;19;0;19;null;null;null;null
31;9;20;0;8;null;null;null;null
31;9;21;0;9;null;null;null;null
31;9;22;0;10;null;null;null;null
31;9;23;0;11;null;null;null;null
31;9;24;0;12;null;null;null;null
31;9;25;0;13;null;null;null;null
31;9;26;0;31;null;null;null;null
32;1;0;0;1;null;null;null;null
32;1;0;1;89;null;null;null;null
32;9;0;0;3;null;null;null;null
32;9;1;0;4;null;null;null;null
32;9;2;0;6;null;null;null;null
32;9;3;0;26;null;null;null;null
32;9;4;0;27;null;null;null;null
32;9;5;0;28;null;null;null;null
32;9;6;0;29;null;null;null;null
32;9;7;0;30;null;null;null;null
32;9;8;0;31;null;null;null;null
32;9;9;0;20;null;null;null;null
32;9;10;0;21;null;null;null;null
32;9;11;0;22;null;null;null;null
32;9;12;0;23;null;null;null;null
32;9;13;0;24;null;null;null;null
32;9;14;0;25;null;null;null;null
32;9;15;0;14;null;null;null;null
32;9;16;0;15;null;null;null;null
32;9;17;0;16;null;null;null;null
32;9;18;0;17;null;null;null;null
32;9;19;0;18;null;null;null;null
32;9;20;0;19;null;null;null;null
32;9;21;0;8;null;null;null;null
32;9;22;0;9;null;null;null;null
32;9;23;0;10;null;null;null;null
32;9;24;0;11;null;null;null;null
32;9;25;0;12;null;null;null;null
32;9;26;0;13;null;null;null;null
32;9;27;0;32;null;null;null;null
33;1;0;0;1;null;null;null;null
33;1;0;1;90;null;null;null;null
33;9;0;0;3;null;null;null;null
33;9;1;0;4;null;null;null;null
33;9;2;0;6;null;null;null;null
33;9;3;0;32;null;null;null;null
33;9;4;0;26;null;null;null;null
33;9;5;0;27;null;null;null;null
33;9;6;0;28;null;null;null;null
33;9;7;0;29;null;null;null;null
33;9;8;0;30;null;null;null;null
33;9;9;0;31;null;null;null;null
33;9;10;0;20;null;null;null;null
33;9;11;0;21;null;null;null;null
33;9;12;0;22;null;null;null;null
33;9;13;0;23;null;null;null;null
33;9;14;0;24;null;null;null;null
33;9;15;0;25;null;null;null;null
33;9;16;0;14;null;null;null;null
33;9;17;0;15;null;null;null;null
33;9;18;0;16;null;null;null;null
33;9;19;0;17;null;null;null;null
33;9;20;0;18;null;null;null;null
33;9;21;0;19;null;null;null;null
33;9;22;0;8;null;null;null;null
33;9;23;0;9;null;null;null;null
33;9;24;0;10;null;null;null;null
33;9;25;0;11;null;null;null;null
33;9;26;0;12;null;null;null;null
33;9;27;0;13;null;null;null;null
33;9;28;0;33;null;null;null;null
34;1;0;0;1;null;null;null;null
34;1;0;1;91;null;null;null;null
34;9;0;0;3;null;null;null;null
34;9;1;0;4;null;null;null;null
34;9;2;0;6;null;null;null;null
34;9;3;0;32;null;null;null;null
34;9;4;0;33;null;null;null;null
34;9;5;0;26;null;null;null;null
34;9;6;0;27;null;null;null;null
34;9;7;0;28;null;null;null;null
34;9;8;0;29;null;null;null;null
34;9;9;0;30;null;null;null;null
34;9;10;0;31;null;null;null;null
34;9;11;0;20;null;null;null;null
34;9;12;0;21;null;null;null;null
34;9;13;0;22;null;null;null;null
34;9;14;0;23;null;null;null;null
34;9;15;0;24;null;null;null;null
34;9;16;0;25;null;null;null;null
34;9;17;0;14;null;null;null;null
34;9;18;0;15;null;null;null;null
34;9;19;0;16;null;null;null;null
34;9;20;0;17;null;null;null;null
34;9;21;0;18;null;null;null;null
34;9;22;0;19;null;null;null;null
34;9;23;0;8;null;null;null;null
34;9;24;0;9;null;null;null;null
34;9;25;0;10;null;null;null;null
34;9;26;0;11;null;null;null;null
34;9;27;0;12;null;null;null;null
34;9;28;0;13;null;null;null;null
34;9;29;0;34;null;null;null;null
35;1;0;0;1;null;null;null;null
35;1;0;1;92;null;null;null;null
35;9;0;0;3;null;null;null;null
35;9;1;0;4;null;null;null;null
35;9;2;0;6;null;null;null;null
35;9;3;0;32;null;null;null;null
35;9;4;0;33;null;null;null;null
35;9;5;0;34;null;null;null;null
35;9;6;0;26;null;null;null;null
35;9;7;0;27;null;null;null;null
35;9;8;0;28;null;null;null;null
35;9;9;0;29;null;null;null;null
35;9;10;0;30;null;null;null;null
35;9;11;0;31;null;null;null;null
35;9;12;0;20;null;null;null;null
35;9;13;0;21;null;null;null;null
35;9;14;0;22;null;null;null;null
35;9;15;0;23;null;null;null;null
35;9;16;0;24;null;null;null;null
35;9;17;0;25;null;null;null;null
35;9;18;0;14;null;null;null;null
35;9;19;0;15;null;null;null;null
35;9;20;0;16;null;null;null;null
35;9;21;0;17;null;null;null;null
35;9;22;0;18;null;null;null;null
35;9;23;0;19;null;null;null;null
35;9;24;0;8;null;null;null;null
35;9;25;0;9;null;null;null;null
35;9;26;0;10;null;null;null;null
35;9;27;0;11;null;null;null;null
35;9;28;0;12;null;null;null;null
35;9;29;0;13;null;null;null;null
35;9;30;0;35;null;null;null;null
36;1;0;0;1;null;null;null;null
36;1;0;1;93;null;null;null;null
36;9;0;0;3;null;null;null;null
36;9;1;0;4;null;null;null;null
36;9;2;0;6;null;null;null;null
36;9;3;0;32;null;null;null;null
36;9;4;0;33;null;null;null;null
36;9;5;0;34;null;null;null;null
36;9;6;0;35;null;null;null;null
36;9;7;0;26;null;null;null;null
36;9;8;0;27;null;null;null;null
36;9;9;0;28;null;null;null;null
36;9;10;0;29;null;null;null;null
36;9;11;0;30;null;null;null;null
36;9;12;0;31;null;null;null;null
36;9;13;0;20;null;null;null;null
36;9;14;0;21;null;null;null;null
36;9;15;0;22;null;null;null;null
36;9;16;0;23;null;null;null;null
36;9;17;0;24;null;null;null;null
36;9;18;0;25;null;null;null;null
36;9;19;0;14;null;null;null;null
36;9;20;0;15;null;null;null;null
36;9;21;0;16;null;null;null;null
36;9;22;0;17;null;null;null;null
36;9;23;0;18;null;null;null;null
36;9;24;0;19;null;null;null;null
36;9;25;0;8;null;null;null;null
36;9;26;0;9;null;null;null;null
36;9;27;0;10;null;null;null;null
36;9;28;0;11;null;null;null;null
36;9;29;0;12;null;null;null;null
36;9;30;0;13;null;null;null;null
36;9;31;0;36;null;null;null;null
37;1;0;0;1;null;null;null;null
37;1;0;1;94;null;null;null;null
37;9;0;0;3;null;null;null;null
37;9;1;0;4;null;null;null;null
37;9;2;0;6;null;null;null;null
37;9;3;0;32;null;null;null;null
37;9;4;0;33;null;null;null;null
37;9;5;0;34;null;null;null;null
37;9;6;0;35;null;null;null;null
37;9;7;0;36;null;null;null;null
37;9;8;0;26;null;null;null;null
37;9;9;0;27;null;null;null;null
37;9;10;0;28;null;null;null;null
37;9;11;0;29;null;null;null;null
37;9;12;0;30;null;null;null;null
37;9;13;0;31;null;null;null;null
37;9;14;0;20;null;null;null;null
37;9;15;0;21;null;null;null;null
37;9;16;0;22;null;null;null;null
37;9;17;0;23;null;null;null;null
37;9;18;0;24;null;null;null;null
37;9;19;0;25;null;null;null;null
37;9;20;0;14;null;null;null;null
37;9;21;0;15;null;null;null;null
37;9;22;0;16;null;null;null;null
37;9;23;0;17;null;null;null;null
37;9;24;0;18;null;null;null;null
37;9;25;0;19;null;null;null;null
37;9;26;0;8;null;null;null;null
37;9;27;0;9;null;null;null;null
37;9;28;0;10;null;null;null;null
37;9;29;0;11;null;null;null;null
37;9;30;0;12;null;null;null;null
37;9;31;0;13;null;null;null;null
37;9;32;0;37;null;null;null;null
38;1;0;0;1;null;null;null;null
38;1;0;1;95;null;null;null;null
38;9;0;0;3;null;null;null;null
38;9;1;0;4;null;null;null;null
38;9;2;0;6;null;null;null;null
38;9;3;0;32;null;null;null;null
38;9;4;0;33;null;null;null;null
38;9;5;0;34;null;null;null;null
38;9;6;0;35;null;null;null;null
38;9;7;0;36;null;null;null;null
38;9;8;0;37;null;null;null;null
38;9;9;0;26;null;null;null;null
38;9;10;0;27;null;null;null;null
38;9;11;0;28;null;null;null;null
38;9;12;0;29;null;null;null;null
38;9;13;0;30;null;null;null;null
38;9;14;0;31;null;null;null;null
38;9;15;0;20;null;null;null;null
38;9;16;0;21;null;null;null;null
38;9;17;0;22;null;null;null;null
38;9;18;0;23;null;null;null;null
38;9;19;0;24;null;null;null;null
38;9;20;0;25;null;null;null;null
38;9;21;0;14;null;null;null;null
38;9;22;0;15;null;null;null;null
38;9;23;0;16;null;null;null;null
38;9;24;0;17;null;null;null;null
38;9;25;0;18;null;null;null;null
38;9;26;0;19;null;null;null;null
38;9;27;0;8;null;null;null;null
38;9;28;0;9;null;null;null;null
38;9;29;0;10;null;null;null;null
38;9;30;0;11;null;null;null;null
38;9;31;0;12;null;null;null;null
38;9;32;0;13;null;null;null;null
38;9;33;0;38;null;null;null;null
39;1;0;0;1;null;null;null;null
39;1;0;1;96;null;null;null;null
39;9;0;0;3;null;null;null;null
39;9;1;0;4;null;null;null;null
39;9;2;0;6;null;null;null;null
39;9;3;0;38;null;null;null;null
39;9;4;0;32;null;null;null;null
39;9;5;0;33;null;null;null;null
39;9;6;0;34;null;null;null;null
39;9;7;0;35;null;null;null;null
39;9;8;0;36;null;null;null;null
39;9;9;0;37;null;null;null;null
39;9;10;0;26;null;null;null;null
39;9;11;0;27;null;null;null;null
39;9;12;0;28;null;null;null;null
39;9;13;0;29;null;null;null;null
39;9;14;0;30;null;null;null;null
39;9;15;0;31;null;null;null;null
39;9;16;0;20;null;null;null;null
39;9;17;0;21;null;null;null;null
39;9;18;0;22;null;null;null;null
39;9;19;0;23;null;null;null;null
39;9;20;0;24;null;null;null;null
39;9;21;0;25;null;null;null;null
39;9;22;0;14;null;null;null;null
39;9;23;0;15;null;null;null;null
39;9;24;0;16;null;null;null;null
39;9;25;0;17;null;null;null;null
39;9;26;0;18;null;null;null;null
39;9;27;0;19;null;null;null;null
39;9;28;0;8;null;null;null;null
39;9;29;0;9;null;null;null;null
39;9;30;0;10;null;null;null;null
39;9;31;0;11;null;null;null;null
39;9;32;0;12;null;null;null;null
39;9;33;0;13;null;null;null;null
39;9;34;0;39;null;null;null;null
40;1;0;0;1;null;null;null;null
40;1;0;1;99;null;null;null;null
40;9;0;0;3;null;null;null;null
40;9;1;0;4;null;null;null;null
40;9;2;0;6;null;null;null;null
40;9;3;0;38;null;null;null;null
40;9;4;0;39;null;null;null;null
40;9;5;0;32;null;null;null;null
40;9;6;0;33;null;null;null;null
40;9;7;0;34;null;null;null;null
40;9;8;0;35;null;null;null;null
40;9;9;0;36;null;null;null;null
40;9;10;0;37;null;null;null;null
40;9;11;0;26;null;null;null;null
40;9;12;0;27;null;null;null;null
40;9;13;0;28;null;null;null;null
40;9;14;0;29;null;null;null;null
40;9;15;0;30;null;null;null;null
40;9;16;0;31;null;null;null;null
40;9;17;0;20;null;null;null;null
40;9;18;0;21;null;null;null;null
40;9;19;0;22;null;null;null;null
40;9;20;0;23;null;null;null;null
40;9;21;0;24;null;null;null;null
40;9;22;0;25;null;null;null;null
40;9;23;0;14;null;null;null;null
40;9;24;0;15;null;null;null;null
40;9;25;0;16;null;null;null;null
40;9;26;0;17;null;null;null;null
40;9;27;0;18;null;null;null;null
40;9;28;0;19;null;null;null;null
40;9;29;0;8;null;null;null;null
40;9;30;0;9;null;null;null;null
40;9;31;0;10;null;null;null;null
40;9;32;0;11;null;null;null;null
40;9;33;0;12;null;null;null;null
40;9;34;0;13;null;null;null;null
40;9;35;0;40;null;null;null;null
41;1;0;0;1;null;null;null;null
41;1;0;1;100;null;null;null;null
41;9;0;0;3;null;null;null;null
41;9;1;0;4;null;null;null;null
41;9;2;0;6;null;null;null;null
41;9;3;0;38;null;null;null;null
41;9;4;0;39;null;null;null;null
41;9;5;0;40;null;null;null;null
