"ID_FIELD";"CONDITION_STRING"
1;"ALL"
2;"FDEP"
3;"FDEP"
4;"FDEP"
5;"ALL"
6;"FDEP"
6;"FO"
6;"LOAN"
7;"FDEP"
8;"FDEP"
8;"FO"
8;"LOAN"
9;"PLCARD"
10;"FDEP"
11;"FDEP"
12;"FDEP"
13;"FDEP"
14;"ALL"
15;"PLCARD"
16;"PLCARD"
17;"FDEP"
17;"FO"
17;"LOAN"
17;"PLCARD"
18;"SDB"
19;"FDEP"
20;"FDEP"
21;"FDEP"
22;"FO"
22;"LOAN"
23;"FDEP"
23;"FO"
23;"LOAN"
23;"PLCARD"
24;"PLCARD"
25;"PLCARD"
26;"FO"
26;"LOAN"
