"KSNP";"NAMEP";"NNP";"NEWNUM"
"30101810980730000948";"БАШКИРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА";"УФА";"048073948"
"30101810800000000855";"КОНКУР.УПРАВ.ОАО ""АФ БАНК""-ГК АСВ";"УФА";"048073855"
"30101810480730000875";"ФИЛИАЛ ""ИНВЕСТКАПИТАЛБАНК"" АО ""СМП БАНК""";"УФА";"048073875"
"30101810900000000917";"КОНКУР.УПРАВ.""МОЙ БАНК.ИПОТЕКА""(ОАО)-ГК АСВ";"УФА";"048073917"
"30101810480730000765";"КОНКУР.УПРАВ.ОАО БАНК ""ПСБ""-ГК АСВ";"УФА";"048073765"
"30101810200000000736";"КУ БАЙКАЛБАНК (ПАО)-ГК ""АСВ""";"УЛАН-УДЭ";"048142736"
"30101810700000000744";"ФИЛИАЛ ""АТБ"" (ПАО) В Г.УЛАН-УДЭ";"УЛАН-УДЭ";"048142744"
"30101810400000000604";"БУРЯТСКОЕ ОТДЕЛЕНИЕ N8601 ПАО СБЕРБАНК";"УЛАН-УДЭ";"048142604"
"30101810500000000711";"БУРЯТСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"УЛАН-УДЭ";"048142711"
"30101810400000000727";"БУРЯТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"УЛАН-УДЭ";"048142727"
"30101810000000000793";"ДАГЕСТАНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"МАХАЧКАЛА";"048209793"
"30101810500000000882";"МАХАЧКАЛИНСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"МАХАЧКАЛА";"048209882"
"30101810200000000797";"ООО КБ ""АЛЖАН""";"МАХАЧКАЛА";"048209797"
"30101810200000000755";"АО АКБ ""ЭЛЬБИН""";"МАХАЧКАЛА";"048209755"
"30103810982090000395";"РНКО ""ПРОМСВЯЗЬИНВЕСТ"" (ООО)";"МАХАЧКАЛА";"048209395"
"30101810100000000729";"КУ ОАО ""АНДЖИБАНК"" ГК ""АСВ""";"МАХАЧКАЛА";"048209729"
"30101810600000000821";"ФИЛИАЛ ""ХАЗИНА"" ООО КБ ""НЕВАСТРОЙИНВЕСТ""";"МАХАЧКАЛА";"048209821"
"30101810900000000880";"ФИЛИАЛ КБ ""РБА"" (ООО) В Г.МАХАЧКАЛА";"МАХАЧКАЛА";"048209880"
"30101810300000000943";"ЛИКВ ООО ""МГМБ"" ГК ""АСВ""";"МАХАЧКАЛА";"048209943"
"30101810500000000918";"КУ ОАО АКБ ""ЭКСПРЕСС"" ГК ""АСВ""";"МАХАЧКАЛА";"048209918"
"30101810700000000763";"ЛИКВ ООО ИКБ ""МЕСЕД"" ГК ""АСВ""";"МАХАЧКАЛА";"048209763"
"30101810200000000742";"КУ ООО ""ЭСИДБАНК"" ГК ""АСВ""";"МАХАЧКАЛА";"048209742"
"30101810600000000711";"КУ ООО ""НОВЫЙ КОММЕРЧЕСКИЙ БАНК"" ГК ""АСВ""";"МАХАЧКАЛА";"048209711"
"30101810800000000964";"КУ ООО ""ДАГЭНЕРГОБАНК"" ГК ""АСВ""";"МАХАЧКАЛА";"048209964"
"30101810800000000744";"КУ АИБ ""ИМБАНК"" (ОАО) ГК ""АСВ""";"МАХАЧКАЛА";"048209744"
"30101810900000000796";"КУ ООО ""БИЗНЕСБАНК"" ГК ""АСВ""";"МАХАЧКАЛА";"048209796"
"30101810500000000992";"КУ КБ ""НАФТАБАНК"" ООО ГК ""АСВ""";"МАХАЧКАЛА";"048209992"
"30101810700000000741";"БАНК ""НАЛЬЧИК"" ООО";"НАЛЬЧИК";"048327741"
"30101810100000000749";"""БУМ-БАНК"",ООО";"НАЛЬЧИК";"048327749"
"30101810100000000710";"КАБАРДИНО-БАЛКАРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"НАЛЬЧИК";"048327710"
"30101810300000000602";"ГОРНО-АЛТАЙСКОЕ ОТДЕЛЕНИЕ N8558 ПАО СБЕРБАНК";"ГОРНО-АЛТАЙСК";"048405602"
"30101810100000000718";"АКБ ""НООСФЕРА"" (АО)";"ГОРНО-АЛТАЙСК";"048405718"
"30101810100000000746";"ПАО БАНК ""ОНЕГО""";"ПЕТРОЗАВОДСК";"048602746"
"30101810600000000673";"КАРЕЛЬСКОЕ ОТДЕЛЕНИЕ N8628 ПАО СБЕРБАНК";"ПЕТРОЗАВОДСК";"048602673"
"30101810400000000721";"ПЕТРОЗАВОДСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"ПЕТРОЗАВОДСК";"048602721"
"30101810300000000818";"КАРЕЛЬСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ПЕТРОЗАВОДСК";"048602818"
"30101810400000000828";"ФИЛИАЛ ПАО ""ОФК БАНК"" В ПЕТРОЗАВОДСКЕ";"ПЕТРОЗАВОДСК";"048602828"
"30101810200000000811";"ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. ПЕТРОЗАВОДСКЕ";"ПЕТРОЗАВОДСК";"048602811"
"30101810900000000739";"КОМИ РФ АО ""РОССЕЛЬХОЗБАНК""";"СЫКТЫВКАР";"048702739"
"30101810800000000729";"СЫКТЫВКАРСКИЙ ФИЛИАЛ ТКБ БАНК ПАО";"СЫКТЫВКАР";"048702729"
"30101810600000000767";"СЫКТЫВКАРСКИЙ Ф-Л ПАО ""САРОВБИЗНЕСБАНК""";"СЫКТЫВКАР";"048702767"
"30101810400000000640";"КОМИ ОТДЕЛЕНИЕ N8617 ПАО СБЕРБАНК";"СЫКТЫВКАР";"048702640"
"30101810100000000746";"СЫКТЫВКАРСКИЙ ФИЛИАЛ ""БАНК СГБ""";"СЫКТЫВКАР";"048702746"
"30101810000000000781";"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО)";"СЫКТЫВКАР";"048702781"
"30101810300000000630";"ОТДЕЛЕНИЕ МАРИЙ ЭЛ N8614 ПАО СБЕРБАНК";"ЙОШКАР-ОЛА";"048860630"
"30101810300000000889";"БАНК ""ЙОШКАР-ОЛА"" (ПАО)";"ЙОШКАР-ОЛА";"048860889"
"30101810400000000721";"МАРИЙСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ЙОШКАР-ОЛА";"048860721"
"30103810000000000734";"НКО ""МОНЕТА"" (ООО)";"ЙОШКАР-ОЛА";"048860734"
"30101810100000000754";"САРАНСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"САРАНСК";"048952754"
"30101810300000000729";"ПАО КБ ""МПСБ""";"САРАНСК";"048952729"
"30101810500000000749";"АККСБ ""КС БАНК"" (ПАО)";"САРАНСК";"048952749"
"30101810500000000752";"АКБ ""АКТИВ БАНК"" (ПАО)";"САРАНСК";"048952752"
"30101810100000000615";"МОРДОВСКОЕ ОТДЕЛЕНИЕ N8589 ПАО СБЕРБАНК";"САРАНСК";"048952615"
"30101810900000000750";"МОРДОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"САРАНСК";"048952750"
"30101810800000000630";"КУ ООО КБ ""ИНТЕРКАПИТАЛ-БАНК""";"САРАНСК";"048952630"
"30101810500000000764";"КУ АКБ ""БРР"" (ОАО) ГК ""АСВ""";"ВЛАДИКАВКАЗ";"049033764"
"30101810500000000780";"КУ ИАБ ""ДИГ-БАНК"" (ОАО) ГК ""АСВ""";"ВЛАДИКАВКАЗ";"049033780"
"30101810600000000745";"КУ КБ ""АРТ-БАНК"" (ООО) ГК ""АСВ""";"ВЛАДИКАВКАЗ";"049033745"
"30101810900000000746";"КУ ПАО АКБ ""1БАНК"" ГК ""АСВ""";"ВЛАДИКАВКАЗ";"049033746"
"30101810600000000758";"АКБ ""КЭБ"" (ЗАО)";"ВЛАДИКАВКАЗ";"049033758"
"30101810100000000737";"СЕВЕРО-ОСЕТИНСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"ВЛАДИКАВКАЗ";"049033737"
"30101810500000000748";"ФИЛИАЛ""ГАМИД""АО АКБ""ЭЛЬБИН""В Г.ВЛАДИКАВКАЗ";"ВЛАДИКАВКАЗ";"049033748"
"30101810000000000785";"СЕВЕРО-ОСЕТИНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ВЛАДИКАВКАЗ";"049033785"
"30101810100000000818";"КАРАЧАЕВО-ЧЕРКЕССКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ЧЕРКЕССК";"049133818"
"30101810000000000840";"СЕВЕРО-КАВКАЗСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"ЧЕРКЕССК";"049133840"
"30101810991330000849";"К2 БАНК (АО)";"ЧЕРКЕССК";"049133849"
"30101810100000000834";"АО ""НАРОДНЫЙ БАНК""";"ЧЕРКЕССК";"049133834"
"30101810500000000845";"АО АКБ ""ТЕКСБАНК""";"ЧЕРКЕССК";"049133845"
"30101810500000000703";"АО ""ТАТСОЦБАНК""";"КАЗАНЬ";"049205703"
"30101810300000000770";"АКБ ""ЭНЕРГОБАНК"" (ПАО)";"КАЗАНЬ";"049205770"
"30101810900000000798";"""ТИМЕР БАНК"" (ПАО)";"КАЗАНЬ";"049205798"
"30101810000000000805";"ПАО ""АК БАРС"" БАНК";"КАЗАНЬ";"049205805"
"30101810200000000919";"ООО ""АЛТЫНБАНК""";"КАЗАНЬ";"049205919"
"30101810900000000767";"АО ""ИК БАНК""";"КАЗАНЬ";"049209767"
"30101810900000000772";"""БАНК ЗАРЕЧЬЕ"" (АО)";"КАЗАНЬ";"049205772"
"30101810500000000774";"ООО БАНК ""АВЕРС""";"КАЗАНЬ";"049205774"
"30101810000000000795";"ООО""АВТОКРЕДИТБАНК""";"КАЗАНЬ";"049205795"
"30101810100000000844";"ООО КБЭР ""БАНК КАЗАНИ""";"КАЗАНЬ";"049205844"
"30101810600000000603";"ОТДЕЛЕНИЕ ""БАНК ТАТАРСТАН"" N8610 ПАО СБЕРБАНК";"КАЗАНЬ";"049205603"
"30101810500000000910";"КАЗАНСКИЙ ФИЛИАЛ АО ""АВТОГРАДБАНК""";"КАЗАНЬ";"049205910"
"30101810300000000916";"ФИЛИАЛ ПАО ""АКИБАНК"" В Г. КАЗАНЬ";"КАЗАНЬ";"049205916"
"30103810000000000201";"АО НКО ""СЕТЕВАЯ РАСЧЕТНАЯ ПАЛАТА""";"КАЗАНЬ";"049205201"
"30101810200000000702";"Ф-Л БАНКОВСКИЙ ЦЕНТР ТАТАРСТАН ПАО БАНК ЗЕНИТ";"КАЗАНЬ";"049205702"
"30101810300000000778";"ГК ""АСВ"" - КУ ""АНКОР БАНК"" (АО)";"КАЗАНЬ";"049209778"
"30101810100000000718";"КАЗАНСКИЙ ФИЛИАЛ АО ""СОЛИД БАНК""";"КАЗАНЬ";"049205718"
"30101810400000000706";"ТАТАРСТАНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КАЗАНЬ";"049205706"
"30101810000000000737";"КАЗАНСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"КАЗАНЬ";"049205737"
"30101810100000000734";"Ф-Л БАНКА ГПБ (АО) В Г. КАЗАНИ";"КАЗАНЬ";"049205734"
"30101810100000000737";"ТУВИНСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"КЫЗЫЛ";"049304737"
"30101810400000000738";"ТУВИНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КЫЗЫЛ";"049304738"
"30101810500000000735";"АО БАНК ""НБТ""";"КЫЗЫЛ";"049304735"
"30101810200000000814";"ПАО ""БЫСТРОБАНК""";"ИЖЕВСК";"049401814"
"30101810400000000863";"КОНКУРСНЫЙ УПР. ОАО УДМУРТИНВЕСТСТРОЙБАНК";"ИЖЕВСК";"049401863"
"30101810900000000871";"АКБ ""ИЖКОМБАНК"" (ПАО)";"ИЖЕВСК";"049401871"
"30101810400000000601";"УДМУРТСКОЕ ОТДЕЛЕНИЕ N8618 ПАО СБЕРБАНК";"ИЖЕВСК";"049401601"
"30101810100000000710";"УДМУРТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ИЖЕВСК";"049401710"
"30101810600000000825";"КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ ОАО ""МОБИЛБАНК""";"ИЖЕВСК";"049401825"
"30101810200000000869";"КУ ОАО ""УРАЛЬСКИЙ ТРАСТОВЫЙ БАНК""";"ИЖЕВСК";"049401869"
"30101810400000000740";"ФИЛИАЛ ""ИЖЕВСКИЙ"" ПАО ""СКБ-БАНК""";"ИЖЕВСК";"049401740"
"30101810500000000608";"АБАКАНСКОЕ ОТДЕЛЕНИЕ  N8602 ПАО СБЕРБАНК";"АБАКАН";"049514608"
"30101810200000000720";"ООО КБЦА";"АБАКАН";"049514720"
"30101810900000000745";"ООО ""ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК""";"АБАКАН";"049514745"
"30101810600000000723";"ООО КБ ""МЕГАПОЛИС""";"ЧЕБОКСАРЫ";"049706723"
"30101810600000000749";"КБ ""ОБР"" (ООО)";"ЧЕБОКСАРЫ";"049706749"
"30101810200000000725";"АКБ ""ЧУВАШКРЕДИТПРОМБАНК"" ПАО";"ЧЕБОКСАРЫ";"049706725"
"30101810300000000609";"ЧУВАШСКОЕ ОТДЕЛЕНИЕ N8613 ПАО СБЕРБАНК";"ЧЕБОКСАРЫ";"049706609"
"30101810600000000752";"ЧУВАШСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ЧЕБОКСАРЫ";"049706752"
"30101810600000000771";"ЯКУТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ЯКУТСК";"049805771"
"30101810200000000715";"ЯКУТСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"ЯКУТСК";"049805715"
"30101810400000000609";"ЯКУТСКОЕ ОТДЕЛЕНИЕ N8603 ПАО СБЕРБАНК";"ЯКУТСК";"049805609"
"30101810300000000709";"БАНК ""ТААТТА"" АО";"ЯКУТСК";"049805709"
"30101810300000000770";"АКБ ""АЛМАЗЭРГИЭНБАНК"" АО";"ЯКУТСК";"049805770"
"30101810798050000992";"БАНК ""АГОРА"" ООО ЯКУТСКИЙ ФИЛИАЛ";"ЯКУТСК";"049805992"
"30101810700000000714";"БИРОБИДЖАНСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"БИРОБИДЖАН";"049923714"
"30101810103490000811";"ТУАПСИНСКИЙ ФИЛИАЛ ПАО ""ЛИПЕЦККОМБАНК""";"ТУАПСЕ";"040349811"
"30101810900000000919";"НОВОРОСС. Ф АО БАНК ""НАЦИОНАЛЬНЫЙ СТАНДАРТ""";"НОВОРОССИЙСК";"040395919"
"30101810900000000702";"ФИЛИАЛ МОРСКОГО БАНКА (АО) В Г. НОВОРОССИЙСК";"НОВОРОССИЙСК";"040395702"
"30101810400000000833";"НОВОРОССИЙСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"НОВОРОССИЙСК";"040395833"
"30101810400000000717";"АО БАНК ЗЕНИТ СОЧИ";"СОЧИ";"040396717"
"30101810100000000936";"СФ ООО КБЦА";"СОЧИ";"040396936"
"30101810500000000733";"КУ ЗАО ""ВЭЛКОМБАНК"" ГК ""АСВ""";"ПЯТИГОРСК";"040708733"
"30101810207080000771";"ФИЛИАЛ ""ПЯТИГОРСК"" ООО КБ ""АЛЖАН""";"ПЯТИГОРСК";"040708771"
"30101810507080000772";"ПФ АО АКБ ""МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ""";"ПЯТИГОРСК";"040708772"
"30101810007080000735";"ФИЛИАЛ В Г. ЕССЕНТУКИ АКБ ""ЛАНТА-БАНК"" (АО)";"ЕССЕНТУКИ";"040708735"
"30101810400000000749";"ООО ""БАНК СТАНДАРТ-КРЕДИТ""";"КРАСНОГВАРДЕЙСКОЕ";"047908749"
"30101810700000000711";"СТАРООСКОЛЬСКИЙ Ф-Л АО УКБ ""БЕЛГОРОДСОЦБАНК""";"СТАРЫЙ ОСКОЛ";"041424711"
"30101810000000000725";"ООО ""ОСКОЛБАНК""";"СТАРЫЙ ОСКОЛ";"041424725"
"30101810500000000815";"АО КБ ""МИХАЙЛОВСКИЙ ПЖСБ""";"МИХАЙЛОВКА";"041814815"
"30101810718140000774";"УРЮПИНСКИЙ ФИЛИАЛ ПАО КБ ""СЕЛЬМАШБАНК""";"УРЮПИНСК";"041814774"
"30101810800000000890";"ФИЛИАЛ ""ВОЛЖСКИЙ"" ПАО ""СКБ-БАНК""";"ВОЛЖСКИЙ";"041856890"
"30101810500000000748";"КУ АО КОМСОЦБАНК ""БУМЕРАНГ""-ГК ""АСВ""";"ЧЕРЕПОВЕЦ";"041946748"
"30101810700000000739";"Ф-Л БАНКА ""ТРАСТ"" (ПАО) В Г.ЧЕРЕПОВЕЦ";"ЧЕРЕПОВЕЦ";"041946739"
"30101810522020000731";"АО КОМБАНК ""АРЗАМАС""";"АРЗАМАС";"042202731"
"30101810000000000825";"ВЫКСУНСКИЙ Ф-Л ПАО АКБ ""МЕТАЛЛИНВЕСТБАНК""";"ВЫКСА";"042265825"
"30101810222020000727";"ПАО КОМБАНК ""ХИМИК""";"ДЗЕРЖИНСК";"042202727"
"30101810322020000740";"ДЗЕРЖИНСКИЙ ФИЛИАЛ ПАО ""О.К. БАНК""";"ДЗЕРЖИНСК";"042202740"
"30101810000000000741";"""БРАТСКИЙ АНКБ"" ПАО";"БРАТСК";"042511741"
"30101810350040000767";"АНГАРСКИЙ ФИЛИАЛ АО ""ИТ БАНК""";"АНГАРСК";"042520767"
"30101810450040000764";"КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ ""ВЛБАНК"" (АО)-ГК ""АСВ""";"УСТЬ-КУТ";"042520764"
"30101810028090000992";"ООО КБ ""ГЕФЕСТ""";"КИМРЫ";"042809992"
"30101810928090000953";"ПАО ""ТОРЖОКУНИВЕРСАЛБАНК""";"ТОРЖОК";"042809953"
"30101810700000000705";"КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ ""АКБ НМБ ОАО""-ГК ""АСВ""";"НОВОКУЗНЕЦК";"043209705"
"30101810900000000770";"ООО ""НОВОКИБ""";"НОВОКУЗНЕЦК";"043209770"
"30101810000000000706";"""БСТ-БАНК"" АО";"НОВОКУЗНЕЦК";"043209706"
"30101810600000000740";"АО ""КУЗНЕЦКБИЗНЕСБАНК""";"НОВОКУЗНЕЦК";"043209740"
"30101810922023601811";"ООО ""ЗЕМСКИЙ БАНК""";"СЫЗРАНЬ";"043601811"
"30101810400000000700";"АО БАНК АВБ";"ТОЛЬЯТТИ";"043678700"
"30101810000000000838";"АО ""ТОЛЬЯТТИХИМБАНК""";"ТОЛЬЯТТИ";"043678838"
"30101810800000000944";"ФИЛИАЛ АО АКБ ""НОВИКОМБАНК"" В Г. ТОЛЬЯТТИ";"ТОЛЬЯТТИ";"043678944"
"30101810400000000713";"ФИЛИАЛ ""ПОВОЛЖСКИЙ"" АО ""ГЛОБЭКСБАНК""";"ТОЛЬЯТТИ";"043678713"
"30101810100000000929";"КУ АО ""ФИА-БАНК"" - ГК ""АСВ""";"ТОЛЬЯТТИ";"043678929"
"30101810500000000859";"КУ ООО КБ ""ЭЛ БАНК"" - ГК ""АСВ""";"ТОЛЬЯТТИ";"043678859"
"30101810900000000821";"ООО КБ ""КЕТОВСКИЙ""";"КЕТОВО";"043735821"
"30101810400000000729";"Ф. ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ БАНКА ВТБ (ПАО)";"ГАТЧИНА";"044106729"
"30101810100000000541";"КБ ""МЕЖДУНАРОДНЫЙ БАНК РАЗВИТИЯ"" (ЗАО)";"МОСКВА 35";"044252541"
"30101810045250000317";"АО МКБ ""ДОМ-БАНК""";"ДОМОДЕДОВО";"044525317"
"30103810345250000963";"ФИЛИАЛ ""РНКО ""ВЕСТ""";"ЭЛЕКТРОСТАЛЬ";"044525963"
"30101810900000000724";"КУЙБЫШЕВСКИЙ ФИЛИАЛ АКБ ""ЛАНТА-БАНК"" (АО)";"КУЙБЫШЕВ";"045019724"
"30101810500000000891";"ФИЛИАЛ ""ЛЫСЬВА"" АО АКБ ""АЛЕФ-БАНК""";"ЛЫСЬВА";"045794891"
"30101810200000000729";"АО ""ВЕЛИКИЕ ЛУКИ БАНК""";"ВЕЛИКИЕ ЛУКИ";"045853729"
"30101810200000000774";"ПАО КБ ""ВАКОБАНК""";"ВЕЛИКИЕ ЛУКИ";"045853774"
"30101810360140000339";"КУ ОАО КБ ""ДОНБАНК""";"КАМЕНСК-ШАХТИНСКИЙ";"046014339"
"30101810100000000946";"ПАО""ТАГАНРОГБАНК""";"ТАГАНРОГ";"046013946"
"30101810500000000718";"МКБ ""ДОН-ТЕКСБАНК"" ООО";"ШАХТЫ";"046014718"
"30101810900000000707";"ВОЛГОДОНСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"ВОЛГОДОНСК";"046032707"
"30101810300000000728";"АО ""БАЛАКОВО-БАНК""";"БАЛАКОВО";"046359728"
"30101810800000000805";"АО ""ТАГИЛБАНК""";"НИЖНИЙ ТАГИЛ";"046510805"
"30101810600000000823";"ФИЛИАЛ ""СЕРОВСКИЙ"" ПАО КБ ""УБРИР""";"СЕРОВ";"046521823"
"30101810565770000402";"АО ""ПЕРВОУРАЛЬСКБАНК""";"ПЕРВОУРАЛЬСК";"046577402"
"30101810500000000881";"ПАО ""МЕТКОМБАНК""";"КАМЕНСК-УРАЛЬСКИЙ";"046577881"
"30101810566140000748";"КУ БАНК ""СМОЛЕВИЧ"" (ПАО)-ГК ""АСВ""";"РОСЛАВЛЬ";"046614748"
"30101810400000000721";"Ф-Л БАНКА ГПБ (АО) В Г. СУРГУТЕ";"СУРГУТ";"047144721"
"30101810500000000964";"СУРГУТСКИЙ ФИЛИАЛ АО КБ ""АГРОПРОМКРЕДИТ""";"СУРГУТ";"047144964"
"30101810600000000709";"АО БАНК ""СНГБ""";"СУРГУТ";"047144709"
"30101810000000000742";"АО БАНК ""ЕРМАК""";"НИЖНЕВАРТОВСК";"047169742"
"30101810800000000777";"АО КБ ""ПРИОБЬЕ""";"НИЖНЕВАРТОВСК";"047169777"
"30101810600000000702";"КУ ОАО БАНК ""ПУРПЕ"" - ГК ""АСВ""";"НИЖНЕВАРТОВСК";"047169702"
"30101810400000000611";"НЕФТЕЮГАНСКИЙ ФИЛИАЛ БАНКА ""ВБРР"" (АО)";"НЕФТЕЮГАНСК";"047173611"
"30101810700000000949";"БАНК ""КУБ"" (АО)";"МАГНИТОГОРСК";"047516949"
"30101810378880000750";"ООО КБ ""ЕВРОКАПИТАЛ-АЛЬЯНС""";"ПЕРЕСЛАВЛЬ-ЗАЛЕССКИЙ";"047888750"
"30101810282090000848";"КУ ООО КБ ""ПРЕСТИЖКРЕДИТБАНК"" ГК ""АСВ""";"ДЕРБЕНТ";"048209848"
"30101810383270000736";"ООО ""БАНК ""МАЙСКИЙ""";"МАЙСКИЙ";"048327736"
"30101810383270000765";"БАНК ""ПРОХЛАДНЫЙ"" ООО";"ПРОХЛАДНЫЙ";"048327765"
"30101810000000000785";"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО) Ф-Л В Г.УХТА";"УХТА";"048717785"
"30101810200000000793";"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО) Ф-Л В Г.УСИНСК";"УСИНСК";"048723793"
"30101810400000000792";"АБ ""ДЕВОН-КРЕДИТ"" (ПАО)";"АЛЬМЕТЬЕВСК";"049202792"
"30101810100000000898";"ФИЛИАЛ ПАО ""АКИБАНК"" В Г. АЛЬМЕТЬЕВСК";"АЛЬМЕТЬЕВСК";"049202898"
"30101810100000000748";"АО ""АВТОГРАДБАНК""";"НАБЕРЕЖНЫЕ ЧЕЛНЫ";"049240748"
"30101810600000000785";"ООО ""КАМКОМБАНК""";"НАБЕРЕЖНЫЕ ЧЕЛНЫ";"049240785"
"30101810100000000803";"ПАО ""АКИБАНК""";"НАБЕРЕЖНЫЕ ЧЕЛНЫ";"049240803"
"30101810700000000717";"ГК ""АСВ""-КУ КБ ""БДБ"" (ООО)";"ЯДРИН";"049706717"
"30101810898490000744";"НЕРЮНГРИНСКИЙ ФИЛИАЛ АО ""УГЛЕМЕТБАНК""";"НЕРЮНГРИ";"049849744"
"30101810800000000792";"КУ АБ ""АЛДАНЗОЛОТОБАНК"" АО";"АЛДАН";"049853792"
"30101810200000000701";"Ф-Л ""КОСМОДРОМ-ПЛЕСЕЦК"" АО ""ФОНДСЕРВИСБАНК""";"МИРНЫЙ";"041102701"
"30101810900000000744";"КБ ""КОНТИНЕНТАЛЬ""ООО";"ЖЕЛЕЗНОВОДСК";"040708744"
"30101810107150000725";"ООО ""РУСБС""";"ЕССЕНТУКСКАЯ";"040715725"
"30101810322020000753";"ООО БОРСКИЙ КОМБАНК - ГК АСВ";"БОР";"042202753"
"30103810345250000691";"НКО ""ЕРП"" (ООО)";"СЕРГИЕВ-ПОСАД";"044525691"
"30101810245250000599";"ФИЛИАЛ АКБ ""СЛАВИЯ"" (АО) В Г. ЛЮБЕРЦЫ";"ЛЮБЕРЦЫ";"044525599"
"30101810660140000327";"ФИЛИАЛ ""РОСТОВСКИЙ"" АО ""ОТП БАНК""";"ГУКОВО";"046014327"
"30101810365770000916";"ФИЛИАЛ ""НОВОУРАЛЬСКИЙ"" ПАО КБ ""УБРИР""";"НОВОУРАЛЬСК";"046577916"
"30101810600000000799";"БАНК ""СНЕЖИНСКИЙ"" АО";"СНЕЖИНСК";"047501799"
"30101810000000000719";"ООО КБ ""КРЕДИТИНВЕСТ""";"КИЗИЛЮРТ";"048209719"
"30103810400000000870";"ООО РНКО ""УМУТ""";"ХАСАВЮРТ";"048209870"
"30101810400000000775";"ООО КБ ""МВС БАНК""";"ИЗБЕРБАШ";"048209775"
"30101810245250000780";"АКБ ""ХОВАНСКИЙ"" (АО)";"ПУШКИНО";"044525780"
"30101810300000000827";"ПАО АКБ ""АКЦЕНТ""";"ОРСК";"045339827"
"30101810300000000930";"ФИЛИАЛ ""МАЯК"" ПАО КБ ""УБРИР""";"ОЗЕРСК";"047512930"
"30101810800000000855";"КИРИШСКИЙ Ф-Л ПАО ""БАНК ""САНКТ-ПЕТЕРБУРГ""";"КИРИШИ";"044102855"
"30101810150040000763";"ФИЛИАЛ ""ЦЕНТРАЛЬНЫЙ"" ПАО ""СОВКОМБАНК""";"БЕРДСК";"045004763"
"30101810460140000336";"ФМКБ ""ДОН-ТЕКСБАНК"" ООО В Г.НОВОШАХТИНСКЕ";"НОВОШАХТИНСК";"046014336"
"30101810700000000753";"Ф-Л БАНКА ГПБ (АО) В Г. НОВОМ УРЕНГОЕ";"НОВЫЙ УРЕНГОЙ";"047195753"
"30101810200000000741";"КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ ООО ""ЛЕНОБЛБАНК""";"ВСЕВОЛОЖСК";"044106741"
"30101810567110000103";"АО ""СЕВАСТОПОЛЬСКИЙ МОРСКОЙ БАНК""";"СЕВАСТОПОЛЬ";"046711103"
"30101810467110000106";"ПАО БАНК ""ВВБ""";"СЕВАСТОПОЛЬ";"046711106"
"30101810600000000817";"ПРИОЗЕРСКИЙ Ф-Л ПАО ""БАНК ""САНКТ-ПЕТЕРБУРГ""";"ПРИОЗЕРСК";"044106817"
"30101810600000000719";"ЧЕЧЕНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ГРОЗНЫЙ";"049690719"
