"KSNP";"NAMEP";"NNP";"NEWNUM"
"30101810500000000060";"ВНЕШЭКОНОМБАНК";"МОСКВА";"044525060"
"30101810100000000101";"ООО ""ДОЙЧЕ БАНК""";"МОСКВА";"044525101"
"30101810400000000102";"АО ""ДЕНИЗБАНК МОСКВА""";"МОСКВА";"044525102"
"30101810300000000105";"АО ""КОММЕРЦБАНК (ЕВРАЗИЯ)""";"МОСКВА";"044525105"
"30101810900000000107";"АО ""МИДЗУХО БАНК (МОСКВА)""";"МОСКВА";"044525107"
"30101810200000000108";"АО ""МСП БАНК""";"МОСКВА";"044525108"
"30101810000000000272";"ПАО БАНК ЗЕНИТ";"МОСКВА";"044525272"
"30101810100000000279";"АО КБ ""БТФ""";"МОСКВА";"044525279"
"30101810900000000110";"АО ""КБ ДЕЛЬТАКРЕДИТ""";"МОСКВА";"044525110"
"30101810200000000111";"АО ""РОССЕЛЬХОЗБАНК""";"МОСКВА";"044525111"
"30101810700000000116";"""ЗЕРБАНК (МОСКВА)""(АО)";"МОСКВА";"044525116"
"30101810800000000126";"АО КБ ""ИНТЕРПРОМБАНК""";"МОСКВА";"044525126"
"30101810900000000181";"БАНК ""ВОЗРОЖДЕНИЕ"" (ПАО)";"МОСКВА";"044525181"
"30101810800000000184";"АО ""МБ БАНК""";"МОСКВА";"044525184"
"30101810100000000185";"""БНП ПАРИБА БАНК"" АО";"МОСКВА";"044525185"
"30101810700000000187";"БАНК ВТБ (ПАО)";"МОСКВА";"044525187"
"30101810000000000201";"ПАО АКБ ""АВАНГАРД""";"МОСКВА";"044525201"
"30101810300000000202";"АО КБ ""СИТИБАНК""";"МОСКВА";"044525202"
"30101810900000000204";"АО АКБ ""ЕВРОФИНАНС МОСНАРБАНК""";"МОСКВА";"044525204"
"30101810700000000213";"АКБ ""БЭНК ОФ ЧАЙНА"" (АО)";"МОСКВА";"044525213"
"30101810600000000232";"ПАО ""МТС-БАНК""";"МОСКВА";"044525232"
"30101810000000000256";"ПАО РОСБАНК";"МОСКВА";"044525256"
"30101810200000000218";"КБ ""ДЖ.П. МОРГАН БАНК ИНТЕРНЕШНЛ"" (ООО)";"МОСКВА";"044525218"
"30101810500000000222";"ИНГ БАНК (ЕВРАЗИЯ) АО";"МОСКВА";"044525222"
"30101810800000000236";"АО ""БАНК КРЕДИТ СВИСС (МОСКВА)""";"МОСКВА";"044525236"
"30101810000000000243";"АО ""ГЛОБЭКСБАНК""";"МОСКВА";"044525243"
"30101810200000000247";"БАНК ""СКС"" (ООО)";"МОСКВА";"044525247"
"30101810500000000280";"КБ ""РТБК"" (ООО)";"МОСКВА";"044525280"
"30101810000000000311";"АО ""ОТП БАНК""";"МОСКВА";"044525311"
"30101810400000000348";"АКБ ""ЛАНТА-БАНК"" (АО)";"МОСКВА";"044525348"
"30101810400000000351";"ООО ""ЭЙЧ-ЭС-БИ-СИ БАНК (РР)""";"МОСКВА";"044525351"
"30101810800000000362";"МЕЖГОСУДАРСТВЕННЫЙ БАНК";"МОСКВА";"044525362"
"30101810800000000401";"АБ ""АСПЕКТ"" (АО)";"МОСКВА";"044525401"
"30101810100000000402";"БАНК ИПБ (АО)";"МОСКВА";"044525402"
"30101810900000000408";"АО ""АЛМА БАНК""";"МОСКВА";"044525408"
"30101810300000000448";"АКБ ""ЯПЫ КРЕДИ БАНК МОСКВА"" (АО)";"МОСКВА";"044525448"
"30101810400000000487";"АО ""СОБИНБАНК""";"МОСКВА";"044525487"
"30101810000000000502";"""БАНК ""МБА-МОСКВА"" ООО";"МОСКВА";"044525502"
"30101810100000000512";"""НАТИКСИС БАНК АО""";"МОСКВА";"044525512"
"30101810300000000545";"АО ЮНИКРЕДИТ БАНК";"МОСКВА";"044525545"
"30101810200000000593";"АО ""АЛЬФА-БАНК""";"МОСКВА";"044525593"
"30101810300000000600";"ПАО ""МИНБАНК""";"МОСКВА";"044525600"
"30101810200000000700";"АО ""РАЙФФАЙЗЕНБАНК""";"МОСКВА";"044525700"
"30101810100000000716";"ВТБ 24 (ПАО)";"МОСКВА";"044525716"
"30101810900000000738";"АО АБ ""КАПИТАЛ""";"МОСКВА";"044525738"
"30101810945250000268";"АО АКБ ""АЛЕФ-БАНК""";"МОСКВА";"044525268"
"30101810045250000210";"БАНКХАУС ЭРБЕ (АО)";"МОСКВА";"044525210"
"30101810900000000767";"АО ""КРЕДИТ ЕВРОПА БАНК""";"МОСКВА";"044525767"
"30101810700000000831";"АО КБ ""ФЛОРА-МОСКВА""";"МОСКВА";"044525831"
"30101810900000000848";"ПАО АКБ ""СВЯЗЬ-БАНК""";"МОСКВА";"044525848"
"30101810900000000880";"БАНК ""ВБРР"" (АО)";"МОСКВА";"044525880"
"30101810800000000922";"АО ""БАНК ИНТЕЗА""";"МОСКВА";"044525922"
"30101810200000000933";"АКБ ""НРБАНК"" (АО)";"МОСКВА";"044525933"
"30101810500000000976";"АКБ ""АБСОЛЮТ БАНК"" (ПАО)";"МОСКВА";"044525976"
"30101810000000000984";"АО БАНК ""РАЗВИТИЕ-СТОЛИЦА""";"МОСКВА";"044525984"
"30101810300000000985";"ПАО БАНК ""ФК ОТКРЫТИЕ""";"МОСКВА";"044525985"
"30101810145250000288";"ООО КБ ""АЛЬБА АЛЬЯНС""";"МОСКВА";"044525288"
"30101810045250000456";"АКБ ""НОВЫЙ КРЕДИТНЫЙ СОЮЗ"" (АО)";"МОСКВА";"044525456"
"30101810745250000073";"КУ ООО ""АМТ БАНК"" ГК ""АСВ""";"МОСКВА";"044525073"
"30101810445250000632";"АО АКБ ""МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ""";"МОСКВА";"044525632"
"30101810245250000625";"БАНК ""КУЗНЕЦКИЙ МОСТ"" АО";"МОСКВА";"044525625"
"30101810745250000604";"АО ""БАНК ФИНАМ""";"МОСКВА";"044525604"
"30101810045250000676";"ПАО АРКБ ""РОСБИЗНЕСБАНК""";"МОСКВА";"044525676"
"30101810945250000624";"АО ""ИШБАНК""";"МОСКВА";"044525624"
"30101810145250000699";"ООО ""ПРОКОММЕРЦБАНК""";"МОСКВА";"044525699"
"30101810545250000710";"АО КБ ""АГРОПРОМКРЕДИТ""";"МОСКВА";"044525710"
"30101810645250000319";"КБ ""МКБ"" (ПАО)";"МОСКВА";"044525319"
"30101810345250000075";"АКБ ""МОСУРАЛБАНК"" (АО)";"МОСКВА";"044525075"
"30101810045250000663";"ООО КБ ""ЛЭНД-БАНК""";"МОСКВА";"044525663"
"30101810145250000709";"БАНК ""АГОРА"" ООО";"МОСКВА";"044525709"
"30101810545250000723";"ПАО РАКБ ""МОСКВА""";"МОСКВА";"044525723"
"30101810945250000873";"МБО ""ОРГБАНК"" (ООО)";"МОСКВА";"044525873"
"30101810445250000852";"КБ ""НМБ"" ООО";"МОСКВА";"044525852"
"30101810745250000769";"ББР БАНК (АО)";"МОСКВА";"044525769"
"30101810045250000773";"АО ""КРОСНА-БАНК""";"МОСКВА";"044525773"
"30101810345250000800";"АО БАНК ""МОСКВА-СИТИ""";"МОСКВА";"044525800"
"30101810945250000860";"""РЕСПУБЛИКАНСКИЙ КРЕДИТНЫЙ АЛЬЯНС"" ООО";"МОСКВА";"044525860"
"30101810545250000901";"АО КБ ""СОКОЛОВСКИЙ""";"МОСКВА";"044525901"
"30101810645250000995";"ООО ИКБ ""ЛОГОС""";"МОСКВА";"044525995"
"30101810245250000104";"АО БАНК ИННОВАЦИЙ И РАЗВИТИЯ";"МОСКВА";"044525104"
"30101810400000000555";"ПАО ""ПРОМСВЯЗЬБАНК""";"МОСКВА";"044525555"
"30101810545250000095";"МОРСКОЙ БАНК (АО)";"МОСКВА";"044525095"
"30101810245250000162";"АО АКБ ""НОВИКОМБАНК""";"МОСКВА";"044525162"
"30101810645250000267";"АКБ ""ИНВЕСТТОРГБАНК"" (ПАО)";"МОСКВА";"044525267"
"30101810545250000736";"БАНК НФК (АО)";"МОСКВА";"044525736"
"30101810045250000346";"ООО КБ ""СИНКО-БАНК""";"МОСКВА";"044525346"
"30101810945250000349";"АО КБ ""ИС БАНК""";"МОСКВА";"044525349"
"30101810145250000084";"АО ""РУНЭТБАНК""";"МОСКВА";"044525084"
"30101810945250000381";"ООО КБ ""ЛАЙТБАНК""";"МОСКВА";"044525381"
"30101810145250000440";"ООО КБ ""ЭКО-ИНВЕСТ""";"МОСКВА";"044525440"
"30101810645250000254";"АО КБ ""КОСМОС""";"МОСКВА";"044525254"
"30101810445250000483";"ООО КБ ""ИНВЕСТСОЦБАНК""";"МОСКВА";"044525483"
"30101810945250000488";"ООО ""УНИФОНДБАНК""";"МОСКВА";"044525488"
"30101810845250000685";"""СДМ-БАНК"" (ПАО)";"МОСКВА";"044525685"
"30101810700000000514";"АО АКБ ""ЦЕНТРОКРЕДИТ""";"МОСКВА";"044525514"
"30101810245250000544";"АКБ ""ИРС"" (АО)";"МОСКВА";"044525544"
"30101810945250000666";"ПАО ""РОСДОРБАНК""";"МОСКВА";"044525666"
"30101810845250000229";"ООО КБ ""АРЕСБАНК""";"МОСКВА";"044525229"
"30101810945250000679";"ООО КБ ""НЭКЛИС-БАНК""";"МОСКВА";"044525679"
"30101810645250000238";"АКБ ""АПАБАНК"" (ЗАО)";"МОСКВА";"044525238"
"30101810145250000453";"КБ ""РЕНТА-БАНК"" ОАО";"МОСКВА";"044525453"
"30101810545250000079";"АО ""БАНК ФИНСЕРВИС""";"МОСКВА";"044525079"
"30101810745250000743";"КУ АКБ ""МФТ-БАНК"" (ОАО) - ГК ""АСВ""";"МОСКВА";"044525743"
"30101810200000000904";"АО ""ФОНДСЕРВИСБАНК""";"МОСКВА";"044525904"
"30101810045250000919";"АКБ ""РЕСУРС-ТРАСТ"" (АО)";"МОСКВА";"044525919"
"30101810945250000954";"КУ ОАО ""РУСИЧ ЦЕНТР БАНК""-ГК ""АСВ""";"МОСКВА";"044525954"
"30101810145250000178";"БАНК ""СЕРВИС РЕЗЕРВ"" (АО)";"МОСКВА";"044525178"
"30101810145250000990";"АО ""НОРДЕА БАНК""";"МОСКВА";"044525990"
"30101810545250000231";"КБ ""МИА"" (АО)";"МОСКВА";"044525231"
"30101810845250000245";"ООО ""ХКФ БАНК""";"МОСКВА";"044525245"
"30101810745250000109";"КБ ""ГАРАНТ-ИНВЕСТ"" (АО)";"МОСКВА";"044525109"
"30101810845250000148";"БАНК СОЮЗ (АО)";"МОСКВА";"044525148"
"30101810445250000182";"АО ""НДБАНК""";"МОСКВА";"044525182"
"30101810945250000161";"КБ ""ЛОКО-БАНК"" (АО)";"МОСКВА";"044525161"
"30101810300000000176";"ПАО АКБ ""МЕТАЛЛИНВЕСТБАНК""";"МОСКВА";"044525176"
"30101810645250000173";"АКБ ""ПРОМИНВЕСТБАНК"" (ПАО)";"МОСКВА";"044525173"
"30101810545250000192";"АО РОСЭКСИМБАНК";"МОСКВА";"044525192"
"30101810145250000262";"АКБ ""МОСКОВСКИЙ ВЕКСЕЛЬНЫЙ БАНК"" (АО)";"МОСКВА";"044525262"
"30101810445250000234";"АЗИЯ-ИНВЕСТ БАНК (АО)";"МОСКВА";"044525234"
"30101810345250000253";"АО КБ ""РУБЛЕВ""";"МОСКВА";"044525253"
"30101810145250000275";"АКБ ""ПЕРЕСВЕТ"" (АО)";"МОСКВА";"044525275"
"30101810045250000265";"ООО КБ ""ЯР-БАНК""";"МОСКВА";"044525265"
"30101810445250000315";"АО ""НЕФТЕПРОМБАНК""";"МОСКВА";"044525315"
"30101810745250000293";"ПАО ""ОФК БАНК""";"МОСКВА";"044525293"
"30101810800000000388";"ТКБ БАНК ПАО";"МОСКВА";"044525388"
"30101810545250000325";"ООО КБ ""ЖИЛКРЕДИТ""";"МОСКВА";"044525325"
"30101810845250000384";"АО ""БИНБАНК ДИДЖИТАЛ""";"МОСКВА";"044525384"
"30101810300000000341";"АКБ ""ФОРА-БАНК"" (АО)";"МОСКВА";"044525341"
"30101810045250000553";"ООО КБ ""СОЮЗНЫЙ""";"МОСКВА";"044525553"
"30101810745250000413";"""НАЦИНВЕСТПРОМБАНК"" (АО)";"МОСКВА";"044525413"
"30101810645250000416";"КИВИ БАНК (АО)";"МОСКВА";"044525416"
"30101810545250000435";"КБ ""МАКСИМА"" (ООО)";"МОСКВА";"044525435"
"30101810600000000494";"КБ ""СИСТЕМА"" ООО";"МОСКВА";"044525494"
"30101810345250000460";"ООО ""ЭКСПОБАНК""";"МОСКВА";"044525460"
"30101810145250000466";"АО КБ ""РУСНАРБАНК""";"МОСКВА";"044525466"
"30101810345250000473";"БАНК ГЛОБУС (АО)";"МОСКВА";"044525473"
"30101810645250000490";"АО МС БАНК РУС";"МОСКВА";"044525490"
"30101810545250000752";"КУ АКБ ""МУЛЬТИБАНК"" ОАО ГК ""АСВ""";"МОСКВА";"044525752"
"30101810845250000517";"КБ ""НОВЫЙ ВЕК"" (ООО)";"МОСКВА";"044525517"
"30101810945250000491";"ООО ПИР БАНК";"МОСКВА";"044525491"
"30101810345250000318";"АКБ ""СЛАВИЯ"" (АО)";"МОСКВА";"044525318"
"30101810745250000659";"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""";"МОСКВА";"044525659"
"30101810445250000739";"ООО ""БАНК РАУНД""";"МОСКВА";"044525739"
"30101810445250000674";"""РУСЬУНИВЕРСАЛБАНК"" (ООО)";"МОСКВА";"044525674"
"30101810345250000677";"КБ ""АКРОПОЛЬ"" АО";"МОСКВА";"044525677"
"30101810045250000728";"ООО ""СПЕЦСТРОЙБАНК""";"МОСКВА";"044525728"
"30101810945250000747";"МКИБ ""РОССИТА-БАНК"" ООО";"МОСКВА";"044525747"
"30101810445250000836";"АКБ ""РОСЕВРОБАНК"" (АО)";"МОСКВА";"044525836"
"30101810845250000805";"ООО КБ ""СЛАВЯНСКИЙ КРЕДИТ""";"МОСКВА";"044525805"
"30101810645250000270";"КУ ООО КБ ""АКАДЕМРУСБАНК"" - ГК ""АСВ""";"МОСКВА";"044525270"
"3010281057771234567";"МДМ банк1";"МОСКВА";"044777889"
"30101810145250000770";"""БМВ БАНК"" ООО";"МОСКВА";"044525770"
"30101810200000000823";"БАНК ГПБ (АО)";"МОСКВА";"044525823"
"30101810800000000320";"АО ""ТРОЙКА-Д БАНК""";"МОСКВА";"044525320"
"30101810445250000124";"АКБ ""ИНКАРОБАНК"" (АО)";"МОСКВА";"044525124"
"30101810445250000629";"БАНК ""МНХБ"" ПАО";"МОСКВА";"044525629"
"30101810945250000132";"ООО КБ ""ЕВРОАЗИАТСКИЙ ИНВЕСТИЦИОННЫЙ БАНК""";"МОСКВА";"044525132"
"30101810945250000158";"АО ""НС БАНК""";"МОСКВА";"044525158"
"30101810945250000174";"ПАО ""РГС БАНК""";"МОСКВА";"044525174"
"30101810045250000223";"ООО КБ ""МЕЖДУНАРОДНЫЙ РАСЧЕТНЫЙ БАНК""";"МОСКВА";"044525223"
"30101810745250000196";"""БАНК КРЕМЛЕВСКИЙ"" ООО";"МОСКВА";"044525196"
"30101810845250000203";"АО ""ПРОБАНК""";"МОСКВА";"044525203"
"30101810545250000215";"ООО ""БАНК БКФ""";"МОСКВА";"044525215"
"30101810045250000278";"АО ""НК БАНК""";"МОСКВА";"044525278"
"30101810645250000283";"АО ""БАНК РЕАЛИСТ""";"МОСКВА";"044525283"
"30101810445250000409";"""СОЦИУМ-БАНК"" (ООО)";"МОСКВА";"044525409"
"30101810845250000326";"АКБ ""ТРАНССТРОЙБАНК"" (АО)";"МОСКВА";"044525326"
"30101810345250000499";"ООО КБ ""МЕТАЛЛУРГ""";"МОСКВА";"044525499"
"30101810045250000443";"КБ ""ЭКОНОМИКС-БАНК"" (ООО)";"МОСКВА";"044525443"
"30101810245250000476";"АО ""МОСКОМБАНК""";"МОСКВА";"044525476"
"30101810845250000588";"ДЖЕЙ ЭНД ТИ БАНК (АО)";"МОСКВА";"044525588"
"30101810445250000580";"ОАО КБ ""ЖИЛСТРОЙБАНК""";"МОСКВА";"044525580"
"30101810845250000261";"АО ""РУНА-БАНК""";"МОСКВА";"044525261"
"30101810345250000635";"БАНК ""ТРАСТ"" (ПАО)";"МОСКВА";"044525635"
"30101810800000000294";"АО АКБ ""РУССОБАНК""";"МОСКВА";"044525294"
"30101810845250000931";"ООО КБ ""ПЛАТИНА""";"МОСКВА";"044525931"
"30101810100000000680";"АО ""ГРАНД ИНВЕСТ БАНК""";"МОСКВА";"044525680"
"30101810845250000782";"ООО ""БАНК РСИ""";"МОСКВА";"044525782"
"30101810045250000090";"ПАО КБ ""ПФС-БАНК""";"МОСКВА";"044525090"
"30101810145250000097";"ООО ""АТБ"" БАНК";"МОСКВА";"044525097"
"30101810545250000260";"АО ""НОВЫЙ ПРОМЫШЛЕННЫЙ БАНК""";"МОСКВА";"044525260"
"30101810045250000951";"КБ ""МОСКОММЕРЦБАНК"" (АО)";"МОСКВА";"044525951"
"30101810245250000573";"АКБ ""НБВК"" (АО)";"МОСКВА";"044525573"
"30101810900000000521";"ПАО МОСОБЛБАНК";"МОСКВА";"044525521"
"30101810645250000775";"КБ ""ГЕОБАНК"" (ООО)";"МОСКВА";"044525775"
"30101810545250000273";"""МТИ-БАНК"" (АО)";"МОСКВА";"044525273"
"30101810245250000308";"ООО ""ИНБАНК""";"МОСКВА";"044525308"
"30101810545250000147";"АО ""РН БАНК""";"МОСКВА";"044525147"
"30101810645250000526";"КБ ""РУССКИЙ ИПОТЕЧНЫЙ БАНК"" (ООО)";"МОСКВА";"044525526"
"30101810645250000801";"ИНВЕСТИЦИОННЫЙ БАНК ""ВЕСТА"" (ООО)";"МОСКВА";"044525801"
"30101810445250000412";"ПАО КБ ""РУСЬРЕГИОНБАНК""";"МОСКВА";"044525412"
"30101810445250000771";"ООО ""ПРОМСЕЛЬХОЗБАНК""";"МОСКВА";"044525771"
"30101810645250000322";"ООО КБ ""АГРОСОЮЗ""";"МОСКВА";"044525322"
"30101810545250000082";"КБ ""РБА"" (ООО)";"МОСКВА";"044525082"
"30101810145250000479";"КБ ""РИАЛ-КРЕДИТ"" (ООО)";"МОСКВА";"044525479"
"30101810645250000937";"АО ""РОСТ БАНК""";"МОСКВА";"044525937"
"30101810400000000225";"ПАО СБЕРБАНК";"МОСКВА";"044525225"
"30101810645250000911";"АО ""ГУТА-БАНК""";"МОСКВА";"044525911"
"30101810400000000186";"ПАО ""БЕСТ ЭФФОРТС БАНК""";"МОСКВА";"044525186"
"30101810245250000117";"ПАО ""БИНБАНК""";"МОСКВА";"044525117"
"30101810100000000732";"АО КБ ""ПОЙДЁМ!""";"МОСКВА";"044525732"
"30101810245250000298";"АО ""ОРБАНК""";"МОСКВА";"044525298"
"30101810945250000637";"АО ""НБК-БАНК""";"МОСКВА";"044525637"
"30101810500000000112";"МОСКОВСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";"МОСКВА";"044525112"
"30101810845250000520";"МОСКОВСКИЙ ФИЛИАЛ БАНКА ""ТАВРИЧЕСКИЙ"" (ОАО)";"МОСКВА";"044525520"
"30101810245250000395";"МФ АО БАНК ""СНГБ""";"МОСКВА";"044525395"
"30101810945250000967";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""СОВКОМБАНК""";"МОСКВА";"044525967"
"30101810945250000200";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""МЕТКОМБАНК""";"МОСКВА";"044525200"
"30101810245250000227";"МОСКОВСКИЙ ФКБ ""ЭНЕРГОТРАНСБАНК"" (АО)";"МОСКВА";"044525227"
"30101810645250000296";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""ЛИПЕЦККОМБАНК""";"МОСКВА";"044525296"
"30101810645250000759";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""ЗАПСИБКОМБАНК""";"МОСКВА";"044525759"
"30101810145250000576";"Ф-Л БАНКА ""ТРАСТ"" (ПАО) В Г.МОСКВА";"МОСКВА";"044525576"
"30101810945250000802";"МОСКОВСКИЙ ФИЛИАЛ БАНКА МБСП (АО)";"МОСКВА";"044525802"
"30101810745250000523";"ФИЛИАЛ ""МОСКОВСКИЙ"" ПАО КБ ""УБРИР""";"МОСКВА";"044525523"
"30101810045250000142";"Ф-Л ПАО ""БАНК ""САНКТ-ПЕТЕРБУРГ"" В Г. МОСКВЕ";"МОСКВА";"044525142"
"30101810345250000606";"МОСКОВСКИЙ ФИЛИАЛ АО БАНК ""ПСКБ""";"МОСКВА";"044525606"
"30101810045250000207";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""САРОВБИЗНЕСБАНК""";"МОСКВА";"044525207"
"30101810045250000715";"ФИЛИАЛ АО АКБ ""ЭЛЬБИН"" В Г. МОСКВА";"МОСКВА";"044525715"
"30101810045250000508";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""АК БАРС"" БАНК";"МОСКВА";"044525508"
"30101810945250000307";"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО) Ф-Л В Г.МОСКВА";"МОСКВА";"044525307"
"30103810900000000299";"ООО ""НКО ""ВЕСТЕРН ЮНИОН ДП ВОСТОК""";"МОСКВА";"044525299"
"30103810345250000497";"НКО АО ""ЛИДЕР""";"МОСКВА";"044525497"
"30103810545250000103";"НКО ""ОРС"" (АО)";"МОСКВА";"044525103"
"30103810545250000475";"АО НКО ""ЧАСТНЫЙ РКЦ""";"МОСКВА";"044525475"
"30103810345250000170";"НКО ООО ""АРБ-ИНКАСС""";"МОСКВА";"044525170"
"30101810545250000257";"АО ""РФК-БАНК""";"МОСКВА";"044525257"
"30103810845250000696";"НКО ""МКС"" (ООО)";"МОСКВА";"044525696"
"30101810145250000356";"КУ ООО КБ ""ТРАНСПОРТНЫЙ"" - ГК ""АСВ""";"МОСКВА";"044525356"
"30101810045250000799";"АО ""РФИ БАНК""";"МОСКВА";"044525799"
"30105810345250000505";"НКО АО НРД";"МОСКВА";"044525505"
"30101810045250000498";"АО БАНК ""НАЦИОНАЛЬНЫЙ СТАНДАРТ""";"МОСКВА";"044525498"
"30101810245250000531";"ФИЛИАЛ ПАО ""АКИБАНК"" В Г.МОСКВА";"МОСКВА";"044525531"
"30101810245250000560";"ФИЛИАЛ АО ""УГЛЕМЕТБАНК"" В Г.МОСКВЕ";"МОСКВА";"044525560"
"30101810945250000530";"МОСКОВСКИЙ ФИЛИАЛ БАНКА ""ПРАЙМ ФИНАНС"" (АО)";"МОСКВА";"044525530"
"30103810145250000561";"НКО ""РУССКОЕ ФИНАНСОВОЕ ОБЩЕСТВО"" (ООО)";"МОСКВА";"044525561"
"30101810545250000134";"ООО ""ПЕРВЫЙ КЛИЕНТСКИЙ БАНК""";"МОСКВА";"044525134"
"30101810845250000339";"ООО ""БАНК ПСА ФИНАНС РУС""";"МОСКВА";"044525339"
"30101810345250000305";"ФИЛИАЛ БАНКА ПТБ (ООО) В Г.МОСКВЕ";"МОСКВА";"044525305"
"30101810400000000500";"""КОММЕРЧЕСКИЙ ИНДО БАНК"" ООО";"МОСКВА";"044525500"
"30101810545250000451";"БАНК ""РЕСО КРЕДИТ"" (АО)";"МОСКВА";"044525451"
"30103810345250000934";"НКО ""ИНКАХРАН"" (АО)";"МОСКВА";"044525934"
"30101810145250000149";"КУ ООО КБ ""СЕМБАНК"" - ГК ""АСВ""";"МОСКВА";"044525149"
"30101810645250000115";"КБ ""АЛЬТЕРНАТИВА"" (ООО)";"МОСКВА";"044525115"
"30101810745250000167";"ЛИКВИДАТОР АКБ ""ИНБАНКПРОДУКТ"" ОАО - ГК ""АСВ""";"МОСКВА";"044525167"
"30103810045250000276";"РНКО ""ИРЦ"" АО";"МОСКВА";"044525276"
"30101810545250000121";"МОСКОВСКИЙ ФИЛИАЛ ПАО АКБ ""АКЦЕНТ""";"МОСКВА";"044525121"
"30101810145250000398";"КУ ООО ""ВИТАС БАНК"" - ГК ""АСВ""";"МОСКВА";"044525398"
"30101810345250000910";"КУ КБ ""ХОЛДИНГ-КРЕДИТ"" ООО - ГК ""АСВ""";"МОСКВА";"044525910"
"30101810845250000504";"КУ АКБ ""СИБИРСКИЙ ЭНЕРГЕТИЧЕСКИЙ БАНК"" (ЗАО)";"МОСКВА";"044525504"
"30101810800000000815";"КУ ПВ-БАНК (ЗАО) ГК ""АСВ""";"МОСКВА";"047308815"
"30103810345250000701";"ООО НКО ""ДЕНЬГИ.МЭЙЛ.РУ""";"МОСКВА";"044525701"
"30101810945250000255";"КУ ""МИ-БАНК"" (ОАО) - ГК ""АСВ""";"МОСКВА";"044525255"
"30101810045250000540";"ФИЛИАЛ ""МОСКОВСКИЙ"" АО БАНК ""СОВЕТСКИЙ""";"МОСКВА";"044525540"
"30101810845250000795";"МОСКОВСКИЙ ФИЛИАЛ АО ""СОЛИД БАНК""";"МОСКВА";"044525795"
"30103810945250000444";"ООО НКО ""ЯНДЕКС.ДЕНЬГИ""";"МОСКВА";"044525444"
"30103810445250000313";"НКО ""ЭПС"" (ООО)";"МОСКВА";"044525313"
"30101810945250000792";"КУ КБ ""ОХОТНЫЙ РЯД"" (ООО) - ГК ""АСВ""";"МОСКВА";"044525792"
"30101810445250000519";"КУ ООО ТРЕВЕЛ БАНК - ГК ""АСВ""";"МОСКВА";"044525519"
"30103810845250000706";"ООО РНКО ""ЕДИНАЯ КАССА""";"МОСКВА";"044525706"
"30101810445250000726";"КУ КБ ""УНИВЕРСАЛТРАСТ"" (ООО) - ГК ""АСВ""";"МОСКВА";"044525726"
"30101810000000000777";"ООО ""ЧАЙНА КОНСТРАКШН БАНК""";"МОСКВА";"044525777"
"30103810745250000327";"НКО ""ПРЕМИУМ"" (ООО)";"МОСКВА";"044525327"
"30103810545250000077";"ООО НКО ""ПЭЙЮ""";"МОСКВА";"044525077"
"30101810945250000080";"МОСКОВСКИЙ ФИЛИАЛ БАНКА ""ТААТТА"" АО";"МОСКВА";"044525080"
"30103810145250000778";"ООО ""РНКО""ВЕСТ""";"МОСКВА";"044525778"
"30103810100000000303";"ООО НКО ""ПЭЙПАЛ РУ""";"МОСКВА";"044525303"
"30101810345250000127";"ООО ""ОНЕЙ БАНК""";"МОСКВА";"044525127"
"30101810345250000172";"МОСКОВСКИЙ ФИЛИАЛ АО ""ГРИНКОМБАНК""";"МОСКВА";"044525172"
"30101810345250000114";"ФИЛИАЛ ""МОСКОВСКИЙ"" ООО ""ЮРБ""";"МОСКВА";"044525114"
"30101810700000000804";"КУ ПАО ""ИНТЕХБАНК"" - ГК ""АСВ""";"МОСКВА";"049205804"
"30101810245250000719";"КУ АКИБ ""ОБРАЗОВАНИЕ"" (АО) - ГК ""АСВ""";"МОСКВА";"044525719"
"30101810500000000215";"КБ ""ЭПИН-БАНК""";"МОСКВА";"044552215"
"30101810345250000745";"ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО)";"МОСКВА";"044525745"
"30101810400000000858";"КУ АКБ ""СПУРТ"" (ПАО) - ГК ""АСВ""";"МОСКВА";"049205858"
"30101810145250000806";"ФИЛИАЛ ""МОСКОВСКИЙ"" КБ ""СПУТНИК"" (ПАО)";"МОСКВА";"044525806"
"30101810245250000421";"КУ КБ ""МСБ"" (ООО)";"МОСКВА";"044525421"
"30101810345250000237";"КУ ПАО ""МЕЖТОПЭНЕРГОБАНК"" - ГК ""АСВ""";"МОСКВА";"044525237"
"30101810345250000538";"КУ ""РИАБАНК"" (АО) - ГК ""АСВ""";"МОСКВА";"044525538"
"30101810100000000907";"КУ АКБ ""СВА"" (АО) - ГК ""АСВ""";"МОСКВА";"044525907"
"30101810245250000641";"ФИЛИАЛ 1 ООО КБ ""ЦЕНТРАЛЬНО-ЕВРОПЕЙСКИЙ БАНК""";"МОСКВА";"044525641"
